title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes,availableCountries
Ip Man 2,movie,"Action, Biography, Drama",2010.0,7.5,112976.0,"HK, ID, MY, PH, SG, TH, TW"
Four Lions,movie,"Comedy, Crime, Drama",2010.0,7.3,87368.0,"BM, CA, GB, GG, GI, IE, TC"
Vieni avanti cretino,movie,Comedy,1982.0,7.1,1436.0,"IT, SM"
Heaven's Soldiers,movie,"Action, Comedy, Sci-Fi",2005.0,5.9,642.0,KR
Stronghold,movie,"Action, Crime, Thriller",1985.0,6.3,623.0,"AT, BE, BG, CH, CY, CZ, DE, EE, ES, FR, GB, GR, HR, HU, IE, IS, IT, LT, LU, LV, NL, PL, PT, RO, SI, SK"
The Three Brothers,movie,Comedy,1995.0,7.2,7676.0,"FR, GF, MC, PF"
The Railway Children,movie,"Drama, Family",1970.0,7.3,5920.0,"BG, CY, CZ, EE, GR, HR, HU, IS, LT, LV, NL, PT, RO, SI, SK"
Forbidden City Cop,movie,"Action, Comedy, Fantasy",1996.0,6.9,4825.0,"HK, ID, MY, PH, SG, TH, TW"
Flirting Scholar,movie,"Comedy, Romance",1993.0,7.6,6495.0,"HK, MY, SG, TW"
The Tourist,movie,"Action, Thriller",2010.0,6.0,260821.0,"AE, AL, AO, AU, AZ, BA, BE, BG, BH, BY, CI, CM, CV, CZ, DK, DZ, EE, EG, FI, GH, GQ, HR, HU, IL, IN, IQ, JO, KE, KW, LB, LT, LU, LV, LY, MA, MD, ME, MG, MK, ML, MZ, NE, NG, NL, NO, NZ, OM, PK, PS, QA, RO, RS, SA, SC, SE, SI, SK, SN, TD, TN, TZ, UA, UG, YE, ZA, ZM, ZW"
It's a Boy Girl Thing,movie,"Comedy, Fantasy, Romance",2006.0,6.2,43422.0,CA
The Jönsson Gang Gets Gold Fever,movie,"Comedy, Crime",1984.0,6.3,4431.0,"AT, BE, BG, BM, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, NO, PF, PL, PT, RO, SE, SI, SK"
The Jönsson Gang in Mallorca,movie,"Comedy, Crime",1989.0,5.9,4164.0,"AT, BE, BG, BM, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, NO, PF, PL, PT, RO, SE, SI, SK"
The Jonsson Gang's Greatest Robbery,movie,"Comedy, Crime",1995.0,5.0,2419.0,"DK, FI, NO, SE"
Sex and the City 2,movie,"Comedy, Drama, Romance",2010.0,4.5,85687.0,"BE, GB, GG, IE, JP, KR"
Whisper of the Heart,movie,"Animation, Drama, Family",1995.0,7.8,76548.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
The Social Network,movie,"Biography, Drama",2010.0,7.8,779279.0,"AD, AU, AZ, BY, CH, DZ, FJ, FR, GF, HK, ID, IN, IS, IT, MA, MC, MD, MT, MU, MY, NZ, PF, PH, PK, SG, SM, TH, TN, TW, UA"
Killers,movie,"Action, Comedy, Romance",2010.0,5.5,97550.0,"GB, GG, GI, IE, MT, MY"
Armadillo,movie,"Documentary, War",2010.0,7.5,10482.0,"DK, NO, SE"
Knight and Day,movie,"Action, Adventure, Comedy",2010.0,6.3,214239.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Valhalla Rising,movie,"Adventure, Drama, Fantasy",2009.0,6.0,64760.0,"CA, DK, FI, NO, SE, US"
Take Off,movie,"Comedy, Drama, Sport",2009.0,6.8,1038.0,"KR, TW"
The Devil's Men,movie,Horror,1976.0,4.2,1907.0,"AT, BE, BG, CH, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NO, PL, PT, RO, SE, SI, SK"
Tales from Earthsea,movie,"Adventure, Animation, Fantasy",2006.0,6.3,45743.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Raajneeti,movie,"Drama, Thriller",2010.0,7.1,19391.0,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BH, BM, BO, BR, BS, BY, BZ, CA, CI, CL, CM, CO, CR, CU, CV, DO, DZ, EC, EG, FJ, GG, GH, GI, GQ, GT, HK, HN, ID, IN, IQ, JM, JO, JP, KE, KW, LB, LC, LY, MA, MC, MD, ME, MG, MK, ML, MU, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PH, PK, PS, PT, PY, QA, RO, RS, SA, SC, SG, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Immortals,movie,"Action, Drama, Fantasy",2011.0,6.0,179081.0,CA
Kaiji: The Ultimate Gambler,movie,Drama,2009.0,6.4,2138.0,"JP, TW"
Phobia 2,movie,"Comedy, Fantasy, Horror",2009.0,6.6,2889.0,TH
Alone,movie,"Drama, Horror, Thriller",2007.0,6.4,5912.0,TH
The Big Swindle,movie,"Action, Comedy, Crime",2004.0,6.5,1008.0,KR
Ghosts of Cité Soleil,movie,"Action, Documentary, Drama",2006.0,6.9,1938.0,"AT, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LV, MT, PL, PT, RO, SI, SK, TC"
"Great, My Parents Are Divorcing!",movie,"Comedy, Family",1991.0,5.5,494.0,"BG, CY, CZ, DK, EE, GR, HR, HU, LV, NO, PT, RO, SE, SI, SK"
Tazza: The High Rollers,movie,"Comedy, Crime",2006.0,7.1,2959.0,KR
The President's Barber,movie,"Comedy, Drama",2004.0,6.9,1070.0,KR
Princess Aurora,movie,"Crime, Drama, Mystery",2005.0,6.5,1306.0,KR
5 Centimeters per Second,movie,"Animation, Drama, Family",2007.0,7.5,66383.0,"CA, US"
Eat Pray Love,movie,"Biography, Drama, Romance",2010.0,5.8,108898.0,"AD, AE, AG, AL, AO, AR, AU, BA, BB, BE, BG, BH, BM, BO, BR, BS, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GF, GH, GQ, GR, GT, HK, HN, HR, HU, ID, IQ, IS, JM, JO, JP, KE, KR, KW, LB, LC, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SN, SV, TC, TH, TN, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Unthinkable,movie,"Crime, Drama, Thriller",2010.0,7.0,96612.0,CA
18 ans après,movie,"Comedy, Drama, Romance",2003.0,4.6,677.0,"BG, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LI, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK"
The Widows of Thursdays,movie,"Crime, Drama, Mystery",2009.0,6.0,1230.0,"AG, AR, BM, BO, BR, CL, CO, CR, CU, DO, EC, GT, HN, LC, MX, NI, PA, PE, PY, SV, UY, VE"
Three Men and a Leg,movie,Comedy,1997.0,7.7,11381.0,"IT, SM"
Well Done Abba!,movie,Comedy,2009.0,7.2,2038.0,"AE, DZ, KW, LB, PT, RO, TW"
The Ape,movie,"Drama, Thriller",2009.0,5.9,2037.0,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GG, GI, GR, HR, HU, IE, IS, IT, LT, LU, LV, NL, PL, PT, RO, SI, SK, TC"
Your Highness,movie,"Action, Adventure, Comedy",2011.0,5.5,105623.0,"BM, GB, GG, GI, IE, MT, TC"
Priest,movie,"Action, Fantasy, Horror",2011.0,5.7,125903.0,"AD, AL, AO, AT, BA, BG, CH, CI, CM, CV, CY, CZ, DE, DZ, EE, FJ, FR, GF, GH, GQ, GR, HK, HR, HU, ID, IN, JP, KE, LI, LT, LU, LV, MA, MC, ME, MG, MK, ML, MU, MY, MZ, NE, NG, PF, PH, PK, PL, RO, RS, SC, SG, SI, SK, SN, TD, TH, TN, TR, TW, TZ, UG, ZA, ZM, ZW"
Transformers: Dark of the Moon,movie,"Action, Adventure, Sci-Fi",2011.0,6.2,440607.0,"AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Grown Ups,movie,Comedy,2010.0,6.0,289311.0,"AE, AL, AO, AT, AU, BA, BE, BG, BH, CA, CH, CI, CM, CV, CY, CZ, DE, DK, DZ, EE, EG, FI, FR, GB, GF, GG, GH, GI, GQ, GR, HR, HU, IE, IL, IN, IQ, IS, IT, JO, KE, KR, KW, LB, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MZ, NE, NG, NL, NO, NZ, OM, PF, PK, PS, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, TD, TN, TR, TZ, UG, YE, ZA, ZM, ZW"
The Cyclone,movie,"Comedy, Romance",1996.0,6.8,5301.0,"IT, SM"
Uncle Boonmee Who Can Recall His Past Lives,movie,"Drama, Fantasy",2010.0,6.7,17967.0,TH
Superheroes,movie,Comedy,2010.0,2.8,1245.0,"AT, BE, BG, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, IT, LT, LU, LV, NL, NO, PT, RO, SE, SI, SK"
Demons of War,movie,"Drama, War",1998.0,6.2,1104.0,PL
Nathalie...,movie,"Drama, Romance",2003.0,6.3,5176.0,"EE, HR, IS, LT, LV, SI"
That's Life,movie,"Adventure, Comedy",1998.0,7.0,5713.0,"IT, SM"
"The Legend of Al, John and Jack",movie,"Comedy, Crime",2002.0,6.5,5378.0,"IT, SM"
Bad Day,movie,"Crime, Thriller",2008.0,4.1,369.0,"AT, BE, BG, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, IT, LI, NL, NO, PL, PT, RO, SE, SK"
Life as We Know It,movie,"Comedy, Drama, Romance",2010.0,6.5,140975.0,"AD, ES, PT"
Buffet Froid,movie,"Comedy, Crime, Thriller",1979.0,7.2,6732.0,"ES, IT"
The Firemen's Ball,movie,"Comedy, Drama",1967.0,7.4,12628.0,"CZ, SK"
The Necessities of Life,movie,Drama,2008.0,7.6,1043.0,CA
Snakes and Earrings,movie,Thriller,2008.0,6.2,910.0,"JP, TW"
The Karate Kid,movie,"Action, Drama, Family",2010.0,6.2,213113.0,"AD, AE, AG, AO, AZ, BE, BH, BM, BO, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DO, DZ, EC, EE, EG, ES, GB, GG, GH, GI, GQ, GR, GT, HN, IE, IL, IN, IQ, IT, JM, JO, KE, KW, LB, LC, LT, LV, LY, MA, MC, MD, MG, ML, MT, MZ, NE, NG, NZ, OM, PA, PE, PK, PS, PT, PY, QA, SA, SC, SM, SN, SV, TC, TD, TN, TR, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Marmaduke,movie,"Comedy, Family",2010.0,4.3,17976.0,SG
George Lopez: Why You Crying?,movie,"Comedy, Documentary",2004.0,7.1,140.0,"AD, AE, AG, AL, AO, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CM, CO, CV, CY, CZ, DE, DO, DZ, EC, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JP, KE, KW, LB, LC, LI, LT, LU, LV, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NL, NO, NZ, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SN, TC, TH, TR, TT, TW, TZ, UG, US, ZA, ZM, ZW"
Romantik Komedi,movie,"Comedy, Romance",2010.0,5.3,5488.0,TZ
Battle Under Orion,movie,"Action, War",2009.0,6.1,524.0,JP
Jane Eyre,movie,"Drama, Mystery, Romance",2011.0,7.3,94689.0,CA
Bad Boys for Life,movie,"Action, Comedy, Crime",2020.0,6.5,187786.0,"AE, AT, BE, BH, CH, CY, DE, DZ, EE, EG, GR, IL, IQ, JO, KW, LB, LI, LT, LU, LV, LY, MA, MT, OM, PS, QA, SA, TN, TR, YE"
Dogtooth,movie,"Drama, Thriller",2009.0,7.1,115488.0,GR
Horrors of the Black Museum,movie,Horror,1959.0,5.9,1785.0,"DK, FI, LI, MT, NO, SE"
Middle Men,movie,"Comedy, Crime, Drama",2009.0,6.8,38601.0,"BG, EE, GR, IT, LV, PL, RO, SK"
Occident,movie,"Comedy, Romance",2002.0,7.5,2714.0,RO
Hard Times,movie,"Comedy, Crime",2009.0,5.9,3029.0,"AT, BE, BG, CH, CY, CZ, DE, EE, ES, FR, GB, GR, HR, HU, IE, IS, IT, LT, LU, LV, NL, PL, PT, RO, SI, SK"
The Slasher,movie,"Crime, Drama, Film-Noir",1953.0,6.1,533.0,"BG, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK"
How Much Does the Trojan Horse Weigh?,movie,"Comedy, Drama, Romance",2008.0,5.8,1208.0,PL
Going by the Book,movie,"Action, Comedy",2007.0,7.3,2223.0,KR
Attack the Gas Station! 2,movie,"Action, Comedy",2010.0,6.1,392.0,KR
Sailor Beware,movie,"Comedy, Musical, Romance",1952.0,6.2,1474.0,"ES, IT"
The Art of Fighting,movie,"Comedy, Drama",2006.0,6.6,725.0,KR
The Forbidden Door,movie,"Horror, Mystery, Thriller",2009.0,6.6,2883.0,ID
The Good Guy,movie,"Comedy, Romance",2009.0,5.7,9874.0,"AU, FJ, NZ"
What's Up with Cinta?,movie,"Drama, Romance",2002.0,7.7,3318.0,ID
Gie,movie,"Biography, Drama, History",2005.0,7.6,1105.0,ID
Joni's Promise,movie,"Adventure, Comedy, Drama",2005.0,7.6,1617.0,ID
Dragon Ball Z: The World's Strongest,movie,"Action, Adventure, Animation",1990.0,6.6,7655.0,JP
Dragon Ball Z: The Tree of Might,movie,"Action, Adventure, Animation",1990.0,6.7,8956.0,JP
Dragon Ball Z: The Return of Cooler,movie,"Action, Animation, Fantasy",1992.0,6.9,8871.0,JP
Dragon Ball Z: Super Android 13!,movie,"Action, Animation, Sci-Fi",1992.0,7.0,8258.0,JP
Dragon Ball Z: Bojack Unbound,movie,"Action, Animation, Fantasy",1993.0,7.1,7407.0,JP
Dragon Ball Z: Bio-Broly,movie,"Action, Animation, Sci-Fi",1994.0,5.8,6121.0,JP
Dragon Ball Z: Fusion Reborn,movie,"Action, Animation, Sci-Fi",1995.0,7.6,12690.0,JP
Dragon Ball Z: Wrath of the Dragon,movie,"Action, Animation, Sci-Fi",1995.0,7.4,10098.0,JP
Phobia,movie,"Drama, Horror, Mystery",2008.0,6.6,3759.0,TH
20th Century Boys 3: Redemption,movie,"Adventure, Fantasy",2009.0,6.5,1294.0,JP
Dragon Ball: Curse of the Blood Rubies,movie,"Action, Adventure, Animation",1986.0,6.7,3798.0,JP
Dragon Ball: Sleeping Princess in Devil's Castle,movie,"Action, Adventure, Animation",1987.0,6.5,3053.0,JP
Dragon Ball: The Path to Power,movie,"Action, Adventure, Animation",1996.0,7.2,3001.0,JP
Dr. Petiot,movie,"Biography, Crime, Drama",1990.0,6.8,820.0,"CY, DK, FI, LI, MT, NO, SE"
The Awakening,movie,Horror,1980.0,4.9,3003.0,"BG, CZ, EE, GR, HR, HU, IS, LI, LT, LV, NL, PT, RO, SI, SK"
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,movie,"Documentary, Sport",2006.0,7.2,1555.0,"AT, DE"
Winning Time: Reggie Miller vs. The New York Knicks,movie,"Biography, Documentary, History",2010.0,8.0,2248.0,US
Camping à la ferme,movie,Comedy,2005.0,5.6,358.0,SE
Somewhere,movie,"Comedy, Drama, Romance",2010.0,6.3,47469.0,"AG, AL, AR, AU, BA, BB, BG, BM, BO, BR, BS, BZ, CL, CO, CR, CU, CY, CZ, DO, EC, FJ, GB, GG, GI, GR, GT, HN, HR, HU, ID, IE, IN, JM, LC, ME, MK, MT, MX, NI, NZ, PA, PE, PH, PK, PY, RO, RS, SI, SK, SV, TC, TR, TT, UY, VE"
Mobile Suit Gundam I,movie,"Action, Adventure, Animation",1981.0,7.0,2477.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, KE, KR, KW, LB, LC, LI, LT, LU, LV, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TR, TT, TW, TZ, UG, US, UY, VE, ZA, ZM, ZW"
Mobile Suit Gundam II: Soldiers of Sorrow,movie,"Action, Animation, Drama",1981.0,7.1,1746.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, EC, EE, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, ID, IE, IL, IN, IS, IT, JM, KE, KR, KW, LB, LC, LI, LT, LU, LV, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, PA, PE, PF, PH, PK, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TR, TT, TW, TZ, UG, US, UY, VE, ZA, ZM, ZW"
Mobile Suit Gundam III: Encounters in Space,movie,"Action, Animation, Drama",1982.0,7.6,1678.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, ID, IE, IL, IN, IS, IT, JM, KE, KR, KW, LB, LC, LI, LT, LU, LV, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TR, TT, TW, TZ, UG, US, UY, VE, ZA, ZM, ZW"
Lucky Trouble,movie,"Comedy, Romance, Sport",2011.0,5.9,3484.0,MD
Blood from the Mummy's Tomb,movie,Horror,1971.0,5.6,3997.0,"BG, CY, CZ, EE, GR, HR, HU, IS, LT, LV, NL, PT, RO, SI, SK"
Dragon Ball Z: Bardock - The Father of Goku,movie,"Action, Animation, Drama",1990.0,7.8,6588.0,JP
Dragon Ball Z: The History of Trunks,movie,"Action, Adventure, Animation",1993.0,7.8,6453.0,JP
L'allenatore nel pallone,movie,"Comedy, Sport",1984.0,6.9,2814.0,"IT, SM"
Tales from the Golden Age,movie,"Comedy, History",2009.0,7.8,6227.0,RO
Loves of a Blonde,movie,"Comedy, Drama, Romance",1965.0,7.5,9682.0,"CZ, SK"
My Afternoons with Margueritte,movie,"Comedy, Drama",2010.0,7.2,7728.0,"BG, EE, HR, IS, LT, LV, NL, PT, RO, SI"
Radio Star,movie,"Comedy, Drama, Music",2006.0,7.0,478.0,KR
Sergio,movie,"Biography, Documentary",2009.0,7.4,979.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Little Fockers,movie,"Comedy, Romance",2010.0,5.5,121810.0,"CA, US"
October Sonata,movie,"Drama, Romance",2009.0,6.8,99.0,TH
Paul,movie,"Adventure, Comedy, Sci-Fi",2011.0,6.9,271577.0,"AD, AG, AL, AO, AR, AU, AZ, BA, BB, BE, BG, BM, BO, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CZ, DO, EC, EE, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GT, HK, HN, HR, HU, ID, IE, IT, JM, KE, LC, LT, LU, LV, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NZ, PA, PE, PF, PH, PL, PT, PY, RO, RS, SC, SG, SI, SK, SM, SN, SV, TC, TH, TT, TW, TZ, UA, UG, UY, VE, ZA, ZM, ZW"
RED,movie,"Action, Comedy, Crime",2010.0,7.0,330030.0,JP
Tim Allen Rewires America,movie,"Comedy, Documentary",1991.0,6.1,221.0,RO
Contagion,movie,"Drama, Thriller",2011.0,6.8,321306.0,"AD, ES, FJ, HK, ID, MY, PH, PK, PT, SG, TH, TW"
Cats & Dogs: The Revenge of Kitty Galore,movie,"Action, Comedy, Family",2010.0,4.4,16617.0,"CH, IT, SM"
The Dream House,movie,Comedy,1993.0,5.6,3722.0,"AT, BE, BG, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK"
Little Crumb,movie,"Drama, Family",1999.0,6.5,2751.0,"AT, BE, BG, CY, CZ, DE, EE, ES, FR, GB, GR, HR, HU, IE, IS, IT, LT, LU, LV, NL, PL, PT, RO, SI, SK"
Fear in the Night,movie,"Horror, Mystery, Thriller",1972.0,5.9,2567.0,"DK, FI, MT, NO, SE"
Two Way Stretch,movie,"Comedy, Crime",1960.0,6.8,2771.0,"DK, FI, MT, NO, SE"
Western,movie,"Comedy, Romance",1997.0,6.7,1176.0,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LI, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK"
Caliber 9,movie,"Action, Crime, Thriller",1972.0,7.4,4949.0,"IT, SM"
The Big Pardon,movie,"Crime, Drama",1982.0,5.8,811.0,"CY, DK, FI, LI, MT, NO, SE"
To the Devil a Daughter,movie,Horror,1976.0,5.8,5179.0,"BG, CZ, EE, GR, HR, HU, IS, LT, LV, NL, PT, RO, SI, SK"
The Best Job in the World,movie,"Comedy, Drama",1996.0,5.8,1266.0,"BG, CZ, EE, HR, HU, LI, LT, LV, RO, SI, SK"
Drop,movie,Comedy,2009.0,6.4,360.0,JP
Genius Party,movie,"Action, Adventure, Animation",2007.0,6.9,1737.0,TW
Art of the Devil,movie,"Horror, Mystery",2004.0,4.7,1627.0,TH
Harmony,movie,Drama,2010.0,7.5,890.0,KR
Jeon Woochi,movie,"Action, Adventure, Comedy",2009.0,6.6,3495.0,KR
Les démons de Jésus,movie,Comedy,1997.0,6.8,815.0,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LI, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK"
His Majesty Minor,movie,"Comedy, Fantasy",2007.0,4.0,998.0,"DK, FI, LI, MT, NO, SE"
One Way Ticket,movie,"Adventure, Comedy, Drama",2001.0,4.8,205.0,"DK, FI, MT, NO, SE"
Let's Be Friends,movie,"Comedy, Drama, Romance",2005.0,6.0,1257.0,"CY, GR, IS, LI, NL, PT"
Straight on Till Morning,movie,Thriller,1972.0,5.7,1506.0,"CY, DK, FI, LI, MT, NO, SE"
A Millionaire's First Love,movie,"Drama, Romance",2006.0,7.2,5464.0,KR
Miracle on 1st Street,movie,"Comedy, Romance, Sport",2007.0,6.4,467.0,KR
Whispering Corridors,movie,"Drama, Horror, Mystery",1998.0,5.9,3565.0,KR
Baby Blood,movie,Horror,1990.0,6.0,2451.0,"CY, DK, FI, LI, MT, NO, SE"
Demons 2,movie,Horror,1986.0,5.9,12507.0,"AL, AT, BA, BG, CH, CZ, DE, DK, EE, FI, GR, IS, LT, LV, MD, ME, MK, NL, NO, PL, RO, RS, SE, SI, SK, TR"
Fright,movie,"Horror, Thriller",1971.0,5.8,2212.0,"BG, CY, CZ, EE, GR, HR, HU, IS, LI, LT, LV, NL, PT, RO, SI, SK"
