title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes,availableCountries,movie_quality_score,movie_quality_category
The Mystery of Marilyn Monroe: The Unheard Tapes,movie,"Biography, Documentary",2022.0,6.2,5794.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
Mr. Magorium's Wonder Emporium,movie,"Comedy, Family, Fantasy",2007.0,6.2,48271.0,"AU, FJ, NZ",3.1499694935936566,Low
Battle for Incheon: Operation Chromite,movie,"Action, Drama, History",2016.0,6.2,6344.0,KR,3.1499694935936566,Low
Elite Short Stories: Nadia Guzmán,tv,"Drama, Romance, Short",2021.0,6.2,2146.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
Made in China,movie,"Comedy, Drama",2019.0,6.2,5024.0,"AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DO, DZ, EC, EE, EG, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NZ, OM, PA, PE, PF, PH, PK, PS, PY, QA, RO, RS, SA, SC, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
Most Wanted,movie,"Crime, Drama, History",2020.0,6.2,5819.0,LV,3.1499694935936566,Low
Manolito Four Eyes,movie,"Comedy, Family",1999.0,6.2,1321.0,ES,3.1499694935936566,Low
Jag,movie,Drama,1966.0,6.2,67.0,"AT, BE, BG, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GI, GR, HR, HU, IS, IT, LI, LU, LV, MT, NL, PL, PT, RO, SI, SK",3.1499694935936566,Low
Arianna,movie,"Drama, Mystery",2015.0,6.2,776.0,"AL, AT, BA, BE, BG, CH, CZ, DE, DK, EE, ES, FR, GR, HR, HU, IS, LT, LU, LV, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK, TR",3.1499694935936566,Low
Lemming's First Case,movie,"Comedy, Crime",2009.0,6.2,168.0,AT,3.1499694935936566,Low
Barakah Meets Barakah,movie,"Comedy, Romance",2016.0,6.2,1926.0,"AD, AG, AL, AO, AR, AU, AZ, BA, BB, BE, BG, BM, BO, BR, BS, BY, BZ, CA, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, EC, EE, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HN, HR, HU, ID, IE, IL, IN, IS, IT, JM, KE, LC, LI, LT, LU, LV, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, PA, PE, PF, PH, PK, PL, PS, PT, PY, RO, RS, SC, SE, SI, SK, SM, SN, SV, TC, TR, TT, TZ, UG, US, UY, VE, ZA, ZM, ZW",3.1499694935936566,Low
Chempiony: Bystree. Vyshe. Silnee,movie,"Biography, Drama, Sport",2016.0,6.2,409.0,MD,3.1499694935936566,Low
Mr. Peek-a-Boo,movie,"Comedy, Fantasy",1951.0,6.2,597.0,"BG, CZ, ES, GR, HU, IS, IT, PT, RO, SE, SK",3.1499694935936566,Low
Dive Club,tv,"Adventure, Drama, Family",2021.0,6.2,1328.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
Figli,movie,"Comedy, Drama",2020.0,6.2,2028.0,"IT, SM",3.1499694935936566,Low
Gump - Jsme dvojka,movie,Drama,2024.0,6.2,62.0,"CZ, SK",3.1499694935936566,Low
Making the Witcher: Season 3,movie,Documentary,2023.0,6.2,44.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
Big Match,movie,"Action, Comedy, Thriller",2014.0,6.2,747.0,KR,3.1499694935936566,Low
Ever Been to the Moon?,movie,"Comedy, Romance",2015.0,6.2,2273.0,"AT, BE, CH, CZ, DE, DK, EE, FI, FR, GR, HU, IS, LT, LU, NL, NO, RO, SE, SI, TR",3.1499694935936566,Low
Treat Me Carelessly,tv,"Comedy, Romance",2024.0,6.2,146.0,"HK, ID, KR, MY, PH, SG, TH, TW",3.1499694935936566,Low
Jail Breakers,movie,Comedy,2002.0,6.2,450.0,KR,3.1499694935936566,Low
The Unmatchable Match,movie,"Action, Crime, Drama",1990.0,6.2,425.0,"HK, ID, MY, PH, SG, TH, TW",3.1499694935936566,Low
S.O.S. Titanic,movie,"Drama, History",1979.0,6.2,1552.0,"BG, CY, CZ, EE, GR, HR, HU, IS, LI, LT, LV, NL, PT, RO, SI, SK",3.1499694935936566,Low
Stockholm East,movie,Drama,2011.0,6.2,1260.0,"AT, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LV, MT, PL, PT, RO, SI, SK, TC",3.1499694935936566,Low
Three Sisters,movie,"Drama, Romance",1970.0,6.2,518.0,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LI, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK",3.1499694935936566,Low
A Dozen Summers,movie,"Comedy, Drama, Family",2015.0,6.2,114.0,"AT, BE, BG, CH, CY, CZ, DE, EE, ES, FR, GB, GR, HR, HU, IE, IS, IT, LT, LU, LV, NL, PL, PT, RO, SI, SK",3.1499694935936566,Low
Young Andersen,movie,"Biography, Drama, History",2005.0,6.2,566.0,"AT, BE, BG, BM, CH, CY, CZ, DE, ES, FR, GB, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK, TC",3.1499694935936566,Low
The Down-in-the-Hole Gang,movie,"Adventure, Comedy, Fantasy",1974.0,6.2,519.0,"BG, CZ, EE, HR, HU, LI, LT, LV, RO, SI, SK",3.1499694935936566,Low
Hard Hit,movie,"Action, Crime, Drama",2021.0,6.2,2558.0,KR,3.1499694935936566,Low
Sergio,movie,"Biography, Drama, History",2020.0,6.2,11350.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
The Swindle,movie,"Action, Comedy, Crime",1977.0,6.2,478.0,"AL, AT, BA, BE, BG, CH, CZ, DE, DK, EE, FI, FR, GR, HR, HU, IS, LT, LU, LV, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK, TR",3.1499694935936566,Low
Secret Magic Control Agency,movie,"Adventure, Animation, Comedy",2021.0,6.2,4930.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BM, BO, BR, BS, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
The Education of Fairies,movie,"Drama, Romance",2006.0,6.2,950.0,"AR, ES",3.1499694935936566,Low
Fight Back to School III,movie,"Comedy, Crime, Mystery",1993.0,6.2,2202.0,"HK, MY, SG, TW",3.1499694935936566,Low
The Battle of Austerlitz,movie,"Drama, History, War",1960.0,6.2,1020.0,"CY, DK, FI, LI, MT, NO, SE",3.1499694935936566,Low
Trailer Park Boys: Live in F**kin' Dublin,movie,Comedy,2014.0,6.2,1744.0,"AD, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DO, DZ, EC, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NO, NZ, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TR, TT, TW, TZ, UG, US, UY, VE, ZA, ZM, ZW",3.1499694935936566,Low
Playground,movie,"Drama, Thriller",2016.0,6.2,1178.0,PL,3.1499694935936566,Low
Luna Petunia,tv,"Animation, Family, Fantasy",2016.0,6.2,65.0,"AD, AE, AG, AO, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CI, CL, CM, CO, CR, CU, CV, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GG, GH, GI, GT, HK, HN, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PF, PH, PK, PL, PS, PT, PY, QA, RS, SA, SC, SE, SI, SK, SM, SN, SV, TC, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
72 Dangerous Places to Live,tv,Documentary,2016.0,6.2,510.0,"AG, AL, AR, AZ, BA, BB, BG, BM, BO, BR, BS, BY, BZ, CL, CO, CR, CU, CY, DK, DO, EC, EE, FI, GF, GT, HK, HN, IN, JM, JP, KR, LC, LT, LV, MD, ME, MK, MX, NI, NO, PA, PE, PH, PK, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TR, TT, TW, UY, VE",3.1499694935936566,Low
Jang-Gae: The Foreigner,movie,Drama,2020.0,6.2,13.0,TW,3.1499694935936566,Low
Dhokha,movie,"Crime, Drama, Thriller",2022.0,6.2,12418.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
Tribhanga,movie,"Drama, Family",2021.0,6.2,3270.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
Superwho?,movie,"Action, Comedy",2021.0,6.2,3946.0,TH,3.1499694935936566,Low
My Village People,movie,"Comedy, Fantasy",2021.0,6.2,60.0,"AD, AE, AG, AL, AO, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NL, NO, NZ, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, VE, ZA, ZM, ZW",3.1499694935936566,Low
Noi donne siamo fatte così,movie,Comedy,1971.0,6.2,209.0,"BG, CZ, GR, HU, PT, RO, SI, SK",3.1499694935936566,Low
Sigaram Thodu,movie,"Action, Thriller",2014.0,6.2,508.0,"AE, BO, DE, DZ, ES, FR, IT, KW, PL, QA, SE, TR",3.1499694935936566,Low
Detective K: Secret of Virtuous Widow,movie,"Action, Comedy, Crime",2011.0,6.2,1199.0,KR,3.1499694935936566,Low
Shirley,movie,"Biography, Drama, History",2024.0,6.2,3070.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
Plans for Tomorrow,movie,Drama,2010.0,6.2,379.0,"AT, BE, BG, CH, CY, CZ, DE, DK, EE, FI, FR, GB, GR, HR, HU, IE, IS, IT, LT, LU, LV, NL, NO, PL, PT, RO, SE, SI, SK",3.1499694935936566,Low
Silent Parade,movie,"Crime, Drama, Mystery",2022.0,6.2,543.0,"JP, TW",3.1499694935936566,Low
Masquerade Night,movie,"Crime, Drama, Mystery",2021.0,6.2,902.0,JP,3.1499694935936566,Low
Holiday in the Wild,movie,"Comedy, Drama, Romance",2019.0,6.2,18240.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
We Are Brothers,movie,"Comedy, Drama",2014.0,6.2,199.0,KR,3.1499694935936566,Low
Sailor Beware,movie,"Comedy, Musical, Romance",1952.0,6.2,1474.0,"ES, IT",3.1499694935936566,Low
"April, Come She Will",movie,"Drama, Mystery, Romance",2024.0,6.2,370.0,TH,3.1499694935936566,Low
Night Boat to Dublin,movie,"Thriller, War",1946.0,6.2,450.0,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LI, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK",3.1499694935936566,Low
Adventures of Ali-Baba and the Forty Thieves,movie,"Action, Adventure, Family",1980.0,6.2,670.0,"AD, AE, AG, AL, AO, AU, AZ, BA, BB, BH, BM, BO, BS, BY, BZ, CA, CI, CM, CO, CR, CU, CV, CZ, DO, DZ, EC, EG, FJ, GG, GH, GI, GQ, HK, ID, IL, IN, IQ, JM, JO, JP, KE, KW, LB, LC, LY, MA, MC, MD, ME, MG, MK, ML, MU, MX, MY, MZ, NE, NG, NZ, OM, PA, PE, PH, PK, PS, PY, QA, RS, SC, SG, SM, SN, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, ZA, ZM, ZW",3.1499694935936566,Low
Tomorrow and I,tv,"Drama, Sci-Fi",2024.0,6.2,707.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
Maggie Moore(s),movie,"Comedy, Crime, Mystery",2023.0,6.2,8786.0,CA,3.1499694935936566,Low
Dry,movie,"Comedy, Drama",2022.0,6.2,2232.0,"IT, SM",3.1499694935936566,Low
Love 65,movie,Drama,1965.0,6.2,400.0,"AT, BE, BG, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK",3.1499694935936566,Low
Dance 100,tv,"Game-Show, Reality-TV",2023.0,6.2,548.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
The Dazzling Light of Sunset,movie,Documentary,2016.0,6.2,140.0,"AT, BE, BG, CZ, DE, ES, FR, GB, GR, HR, HU, IT, LT, LU, LV, PL, PT, RO, SI, SK",3.1499694935936566,Low
The Club,tv,"Comedy, Drama",2019.0,6.2,1016.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GG, GH, GI, GQ, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
Kakegurui Part 2: Desperate Russian Roulette,movie,"Drama, Mystery, Thriller",2021.0,6.2,299.0,TW,3.1499694935936566,Low
Mother Teresa: No Greater Love,movie,Documentary,2022.0,6.2,147.0,BR,3.1499694935936566,Low
Gantz: Perfect Answer,movie,"Action, Adventure, Drama",2011.0,6.2,4758.0,JP,3.1499694935936566,Low
Damen i svart,movie,"Mystery, Thriller",1958.0,6.2,542.0,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PF, PL, PT, RO, SI, SK",3.1499694935936566,Low
Diên Biên Phú,movie,"Drama, War",1992.0,6.2,1129.0,"CY, DK, FI, LI, MT, NO, SE",3.1499694935936566,Low
The Mermaid,movie,"Comedy, Drama, Fantasy",2016.0,6.2,10438.0,TR,3.1499694935936566,Low
Harb Atalia,movie,"Action, Adventure, Comedy",2005.0,6.2,1951.0,"AE, AG, AL, AO, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BS, BY, BZ, CA, CH, CI, CM, CU, CV, CY, DE, DK, DZ, EE, EG, ES, FJ, FR, GB, GG, GH, GI, GR, GT, HK, HR, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LI, LT, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NL, NO, NZ, OM, PH, PK, PL, PS, PT, QA, RO, RS, SA, SC, SE, SG, SI, SK, SN, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, YE, ZA, ZM, ZW",3.1499694935936566,Low
Tobot Galaxy Detectives,tv,Animation,2020.0,6.2,34.0,"AG, AL, AO, AU, AZ, BA, BB, BG, BM, BS, BY, BZ, CA, CI, CM, CV, CY, EE, FJ, GB, GG, GH, GI, ID, IE, IL, IN, IS, JM, KE, KR, LC, LI, LT, LV, MC, ME, MG, MK, ML, MT, MU, MZ, NE, NG, NZ, PH, PK, RS, SC, SG, SI, SK, SN, TC, TT, TZ, UG, US, ZA, ZM, ZW",3.1499694935936566,Low
Ashfall,movie,"Action, Sci-Fi, Thriller",2019.0,6.2,6446.0,KR,3.1499694935936566,Low
Why Does Nobody Remember Me in This World?,tv,"Action, Adventure, Animation",2024.0,6.2,634.0,"HK, ID, JP, MY, PH, SG, TH, TW",3.1499694935936566,Low
The Flying Classroom,movie,"Comedy, Drama, Family",2003.0,6.2,1437.0,"AT, CH, DE, LI, LU",3.1499694935936566,Low
Call Boy,movie,"Drama, Romance",2018.0,6.2,973.0,JP,3.1499694935936566,Low
Paulista,movie,"Drama, Romance",2009.0,6.2,174.0,BR,3.1499694935936566,Low
Laddaland,movie,"Drama, Horror, Mystery",2011.0,6.2,2673.0,"TH, TW",3.1499694935936566,Low
Sara Learns Manners,movie,Comedy,1937.0,6.2,107.0,"AT, BE, BG, CH, CZ, DE, ES, FR, GB, GF, GI, GR, HR, HU, IE, IT, LI, LU, MT, NL, PL, PT, RO, SI, SK",3.1499694935936566,Low
Life in a Year,movie,"Drama, Romance",2020.0,6.2,11234.0,"CA, FJ, HK, ID, MY, PH, SG, TH, TW",3.1499694935936566,Low
Best. Worst. Weekend. Ever.,tv,"Comedy, Family",2018.0,6.2,373.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GG, GH, GI, GR, GT, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW",3.1499694935936566,Low
